_key,_from,_to,predicate,timestamp,annotation,isNewDeviceForAccount,ipThreatScore,confidence,riskScore,firstSeen,lastSeen
E309,transactions/T091,ips/IP009,originatedFrom,,transaction T091 originated from IP 203.0.113.19; the edge contributes network provenance and carries IP threat context with score 0.47.,,0.47,,,,
E310,accounts/A029,transactions/T092,initiated,2026-05-03T16:55:00Z,account A029 initiated transaction T092 at 2026-05-03T16:55:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E311,transactions/T092,devices/D005,usedDevice,,"device D005 was used to execute transaction T092; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E312,transactions/T092,ips/IP008,originatedFrom,,transaction T092 originated from IP 203.0.113.18; the edge contributes network provenance and carries IP threat context with score 0.35.,,0.35,,,,
E313,accounts/A022,transactions/T093,initiated,2026-05-03T17:41:00Z,account A022 initiated transaction T093 at 2026-05-03T17:41:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E314,transactions/T093,devices/D003,usedDevice,,"device D003 was used to execute transaction T093; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E315,transactions/T093,ips/IP004,originatedFrom,,transaction T093 originated from IP 203.0.113.14; the edge contributes network provenance and carries IP threat context with score 0.23.,,0.23,,,,
E316,accounts/A012,transactions/T094,initiated,2026-05-03T18:08:00Z,account A012 initiated transaction T094 at 2026-05-03T18:08:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E317,transactions/T094,devices/D003,usedDevice,,"device D003 was used to execute transaction T094; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E318,transactions/T094,ips/IP003,originatedFrom,,transaction T094 originated from IP 203.0.113.13; the edge contributes network provenance and carries IP threat context with score 0.9.,,0.9,,,,
E319,accounts/A018,transactions/T095,initiated,2026-05-03T18:43:00Z,account A018 initiated transaction T095 at 2026-05-03T18:43:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E320,transactions/T095,devices/D006,usedDevice,,"device D006 was used to execute transaction T095; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E321,transactions/T095,ips/IP009,originatedFrom,,transaction T095 originated from IP 203.0.113.19; the edge contributes network provenance and carries IP threat context with score 0.47.,,0.47,,,,
E322,accounts/A011,transactions/T096,initiated,2026-05-03T19:16:00Z,account A011 initiated transaction T096 at 2026-05-03T19:16:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E323,transactions/T096,devices/D002,usedDevice,,"device D002 was used to execute transaction T096; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E324,transactions/T096,ips/IP015,originatedFrom,,transaction T096 originated from IP 203.0.113.25; the edge contributes network provenance and carries IP threat context with score 0.4.,,0.4,,,,
E325,accounts/A026,transactions/T097,initiated,2026-05-03T20:01:00Z,account A026 initiated transaction T097 at 2026-05-03T20:01:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E326,transactions/T097,devices/D009,usedDevice,,"device D009 was used to execute transaction T097; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E327,transactions/T097,ips/IP012,originatedFrom,,transaction T097 originated from IP 203.0.113.22; the edge contributes network provenance and carries IP threat context with score 0.43.,,0.43,,,,
E328,accounts/A022,transactions/T098,initiated,2026-05-03T20:46:00Z,account A022 initiated transaction T098 at 2026-05-03T20:46:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E329,transactions/T098,devices/D005,usedDevice,,"device D005 was used to execute transaction T098; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E330,transactions/T098,ips/IP019,originatedFrom,,transaction T098 originated from IP 203.0.113.29; the edge contributes network provenance and carries IP threat context with score 0.55.,,0.55,,,,
E331,accounts/A028,transactions/T099,initiated,2026-05-03T21:10:00Z,account A028 initiated transaction T099 at 2026-05-03T21:10:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E332,transactions/T099,devices/D009,usedDevice,,"device D009 was used to execute transaction T099; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E333,transactions/T099,ips/IP011,originatedFrom,,transaction T099 originated from IP 203.0.113.21; the edge contributes network provenance and carries IP threat context with score 0.69.,,0.69,,,,
E334,transactions/T099,attack_patterns/mule-ring,matchesPattern,,"transaction T099 matches attack pattern mule-ring with confidence 0.86; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.86,,,
E335,transactions/T099,fraud_signals/S019,triggeredSignal,,"transaction T099 triggered fraud signal S019 with risk score 0.99; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.99,,
E336,accounts/A004,transactions/T100,initiated,2026-05-03T21:49:00Z,account A004 initiated transaction T100 at 2026-05-03T21:49:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E337,transactions/T100,devices/D003,usedDevice,,"device D003 was used to execute transaction T100; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E338,transactions/T100,ips/IP002,originatedFrom,,transaction T100 originated from IP 203.0.113.12; the edge contributes network provenance and carries IP threat context with score 0.34.,,0.34,,,,
E339,accounts/A022,devices/D009,hasUsedDevice,,account A022 has historical usage of device D009 since 2026-03-18T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2026-03-18T08:00:00Z,
E340,accounts/A024,devices/D009,hasUsedDevice,,account A024 has historical usage of device D009 since 2026-03-18T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2026-03-18T08:00:00Z,
E341,accounts/A023,devices/D009,hasUsedDevice,,account A023 has historical usage of device D009 since 2026-03-18T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2026-03-18T08:00:00Z,
E342,accounts/A018,devices/D009,hasUsedDevice,,account A018 has historical usage of device D009 since 2026-03-18T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2026-03-18T08:00:00Z,
E343,accounts/A014,devices/D009,hasUsedDevice,,account A014 has historical usage of device D009 since 2026-03-18T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2026-03-18T08:00:00Z,
E344,accounts/A029,devices/D003,hasUsedDevice,,account A029 has historical usage of device D003 since 2025-08-14T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-08-14T08:00:00Z,
E345,accounts/A014,devices/D003,hasUsedDevice,,account A014 has historical usage of device D003 since 2025-08-14T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-08-14T08:00:00Z,
E346,accounts/A021,devices/D003,hasUsedDevice,,account A021 has historical usage of device D003 since 2025-08-14T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-08-14T08:00:00Z,
E347,accounts/A004,devices/D003,hasUsedDevice,,account A004 has historical usage of device D003 since 2025-08-14T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-08-14T08:00:00Z,
E348,accounts/A020,devices/D007,hasUsedDevice,,account A020 has historical usage of device D007 since 2025-10-27T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-27T08:00:00Z,
E349,accounts/A014,devices/D007,hasUsedDevice,,account A014 has historical usage of device D007 since 2025-10-27T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-27T08:00:00Z,
E350,accounts/A009,devices/D007,hasUsedDevice,,account A009 has historical usage of device D007 since 2025-10-27T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-27T08:00:00Z,
E351,accounts/A002,devices/D007,hasUsedDevice,,account A002 has historical usage of device D007 since 2025-10-27T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-27T08:00:00Z,
E352,accounts/A023,devices/D007,hasUsedDevice,,account A023 has historical usage of device D007 since 2025-10-27T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-27T08:00:00Z,
E353,accounts/A012,devices/D007,hasUsedDevice,,account A012 has historical usage of device D007 since 2025-10-27T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-27T08:00:00Z,
E354,accounts/A015,devices/D004,hasUsedDevice,,account A015 has historical usage of device D004 since 2025-10-21T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-21T08:00:00Z,
E355,accounts/A008,devices/D004,hasUsedDevice,,account A008 has historical usage of device D004 since 2025-10-21T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-21T08:00:00Z,
E356,accounts/A028,devices/D004,hasUsedDevice,,account A028 has historical usage of device D004 since 2025-10-21T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-21T08:00:00Z,
E357,accounts/A012,devices/D004,hasUsedDevice,,account A012 has historical usage of device D004 since 2025-10-21T08:00:00Z; this account-device history is used to distinguish normal access from new-device anomalies.,,,,,2025-10-21T08:00:00Z,
E358,accounts/A022,ips/IP003,hasUsedIP,,"account A022 has historical usage of IP 203.0.113.13, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E359,accounts/A012,ips/IP003,hasUsedIP,,"account A012 has historical usage of IP 203.0.113.13, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E360,accounts/A018,ips/IP003,hasUsedIP,,"account A018 has historical usage of IP 203.0.113.13, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E361,accounts/A029,ips/IP003,hasUsedIP,,"account A029 has historical usage of IP 203.0.113.13, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E362,accounts/A002,ips/IP007,hasUsedIP,,"account A002 has historical usage of IP 203.0.113.17, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E363,accounts/A013,ips/IP007,hasUsedIP,,"account A013 has historical usage of IP 203.0.113.17, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E364,accounts/A009,ips/IP007,hasUsedIP,,"account A009 has historical usage of IP 203.0.113.17, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E365,accounts/A007,ips/IP007,hasUsedIP,,"account A007 has historical usage of IP 203.0.113.17, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E366,accounts/A004,ips/IP007,hasUsedIP,,"account A004 has historical usage of IP 203.0.113.17, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E367,accounts/A015,ips/IP007,hasUsedIP,,"account A015 has historical usage of IP 203.0.113.17, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E368,accounts/A022,ips/IP011,hasUsedIP,,"account A022 has historical usage of IP 203.0.113.21, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E369,accounts/A007,ips/IP011,hasUsedIP,,"account A007 has historical usage of IP 203.0.113.21, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E370,accounts/A021,ips/IP011,hasUsedIP,,"account A021 has historical usage of IP 203.0.113.21, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
E371,accounts/A020,ips/IP011,hasUsedIP,,"account A020 has historical usage of IP 203.0.113.21, last seen on 2026-05-02T08:00:00Z; this account-IP history supports velocity, reuse, and suspicious-origin checks.",,,,,,2026-05-02T08:00:00Z
